Адрес,Метро,Время до метро,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Год постройки,Тип жилья,Высота потолков,Санузел,Вид из окон,Ремонт,Мусоропровод,Количество лифтов,Тип дома,Тип перекрытий,Парковка,Отопление,Балкон/лоджия,Отделка,Этажность здания,Кол-во комнат
"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 16К5",Алексеевская,11,50000000.0,458716.0,109.0,60.0,30.0,9,2022,Вторичка,3.25,2,На улицу,Без ремонта,Да,4,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,18,4
"Москва, ЮЗАО, р-н Академический, ул. Ивана Бабушкина, 3",Академическая,7,25990000.0,353605.0,73.5,11.0,52.0,12,1977,Вторичка,2.64,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,16,3
"Москва, СЗАО, р-н Щукино, ул. Народного Ополчения, 48К1",Октябрьское поле,3,29900000.0,321505.0,93.0,54.87,16.0,6,1939,Вторичка,3.1,1,Во двор,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,6,3
"Москва, СВАО, р-н Бибирево, ул. Лескова, 30",Бибирево,16,15600000.0,251208.0,62.1,42.0,9.0,11,1980,Вторичка,2.64,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,3
"Москва, ЗАО, р-н Фили-Давыдково, Кременчугская ул., 3К2",Славянский бульвар,14,12700000.0,317500.0,40.0,20.0,10.0,12,2006,Вторичка,2.64,1,Во двор,Без ремонта,Да,3,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,22,1
"Москва, ВАО, р-н Новогиреево, Перовская ул., 66к1",Кусково,6,27000000.0,325301.0,83.0,48.97,14.110000000000001,8,2013,Вторичка,2.8,2,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,2,Неизвестно,14,3
"Москва, ЮЗАО, р-н Южное Бутово, Старокрымская ул., 17",Улица Скобелевская,18,25000000.0,347222.0,72.0,32.0,12.24,15,2016,Вторичка,2.8,1,На улицу и двор,Дизайнерский,Нет,3,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,24,2
"Москва, ВАО, р-н Новогиреево, Перовская ул., 66к1",Новогиреево,21,25000000.0,280899.0,89.0,47.0,12.0,3,2013,Вторичка,2.65,2,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,2,Неизвестно,14,3
"Москва, ВАО, р-н Вешняки, ул. Молдагуловой, 32",Выхино,16,11200000.0,224000.0,50.0,32.0,6.0,3,1971,Вторичка,2.6,1,Во двор,Без ремонта,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3
"Москва, ЮВАО, р-н Кузьминки, Зеленодольская ул., 24",Кузьминки,11,13400000.0,241877.0,55.4,44.4,6.0,3,1964,Вторичка,2.6,1,Во двор,Косметический,Да,0,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3
"Москва, СЗАО, р-н Северное Тушино, Планерная ул., 14К5",Планерная,1,11500000.0,332370.0,34.6,20.414,5.882000000000001,9,1978,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1
"Москва, СВАО, р-н Отрадное, ул. Римского-Корсакова, 11к4",Отрадное,19,13000000.0,325000.0,40.0,26.0,4.0,12,2019,Вторичка,2.65,1,Во двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,25,2
"Москва, ЮАО, р-н Царицыно, ул. Медиков, 1/1к2",Кантемировская,14,9750000.0,269337.0,36.2,20.3,8.0,11,1969,Вторичка,2.87,1,На улицу,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1
"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",Тестовская,3,70000000.0,700000.0,100.0,59.0,17.0,16,2020,Вторичка,3.9,1,На улицу,Дизайнерский,Да,4,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,78,3
"Москва, ЮВАО, р-н Люблино, ул. Маршала Кожедуба, 8",Люблино,4,9000000.0,235602.0,38.2,19.9,6.494000000000001,14,2003,Вторичка,2.64,1,Во двор,Евроремонт,Да,3,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,22,1
"Москва, ЦАО, р-н Арбат, Поварская ул., 29/36С1",Баррикадная,11,70500000.0,849398.0,83.0,55.0,8.0,3,1913,Вторичка,3.2,2,На улицу и двор,Дизайнерский,Да,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, СЗАО, р-н Покровское-Стрешнево, Волоколамское ш., 81/2с3",Трикотажная,4,12300000.0,473077.0,26.0,20.0,6.0,20,2022,Вторичка,3.0,1,На улицу и двор,Дизайнерский,Да,3,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,25,1
"Москва, ЗАО, р-н Филевский парк, Фили Сити жилой комплекс",Фили,5,57466172.0,520150.0,110.48,65.1832,18.7816,49,2024,Новостройка,2.9,1,На улицу и двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Предчистовая,57,3
"Москва, ВАО, р-н Северное Измайлово, ул. Константина Федина, 13",Щёлковская,5,14100000.0,335714.0,42.0,24.779999999999998,12.0,10,2020,Вторичка,2.7,1,На улицу,Евроремонт,Да,4,Монолитно-кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,31,1
"Москва, ЮВАО, р-н Люблино, Краснодонская ул., 34",Люблино,13,13299999.0,225042.0,59.1,45.4,6.1,3,1974,Вторичка,2.7,1,Во двор,Дизайнерский,Да,1,Панельный,Железобетонные,Открытая,Центральное,1,Неизвестно,9,3
"Москва, СВАО, р-н Лосиноостровский, Изумрудная ул., 65",Медведково,5,16500000.0,394737.0,41.8,18.0,15.0,6,2015,Вторичка,3.0,1,Во двор,Евроремонт,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,24,1
"Москва, ЮЗАО, р-н Ломоносовский, Ленинский просп., 86",Новаторская,15,28900000.0,361250.0,80.0,54.5,12.0,4,1957,Вторичка,2.8,1,На улицу и двор,Косметический,Нет,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,3
"Москва, ЮАО, р-н Даниловский, Дубининская ул., 59К2",Павелецкая,20,19900000.0,518229.0,38.4,11.0,21.1,5,2024,Вторичка,3.0,1,На улицу,Без ремонта,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,46,1
"Москва, ЮЗАО, р-н Теплый Стан, ул. Теплый Стан, 25К3",Тёплый Стан,5,16500000.0,245536.0,67.2,43.0,10.6,12,1973,Вторичка,2.48,1,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,12,3
"Москва, ЮВАО, р-н Лефортово, проезд Невельского, 1к4",Авиамоторная,15,12000000.0,538117.0,22.3,15.3,2.0,4,2021,Вторичка,3.1,1,Во двор,Без ремонта,Да,4,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,28,1
"Москва, ВАО, р-н Богородское, Тюменский проезд, 3к1",Бульвар Рокоссовского,4,13000000.0,379009.0,34.3,15.0,11.0,6,2020,Вторичка,2.9,1,Во двор,Без ремонта,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,31,1
"Москва, ЮЗАО, р-н Коньково, ул. Академика Арцимовича, 2К1",Беляево,13,12000000.0,269058.0,44.6,28.6,6.6,1,1989,Вторичка,2.5,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ВАО, р-н Северное Измайлово, 11-я Парковая ул., 52",Щёлковская,7,16450000.0,304630.0,54.0,30.0,10.0,8,2014,Вторичка,2.7,1,Во двор,Косметический,Да,3,Блочный,Железобетонные,Наземная,Центральное,2,Неизвестно,14,2
"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 21к4",Шаболовская,12,70000000.0,564516.0,124.0,100.0,14.0,9,2017,Вторичка,3.0,3,На улицу и двор,Без ремонта,Нет,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,19,3
"Москва, ЮВАО, р-н Южнопортовый, Хайвэй жилой комплекс",Волгоградский проспект,3,12745513.0,241392.0,52.8,31.151999999999997,8.976,20,2024,Новостройка,2.85,1,Во двор,Косметический,Да,3,Монолитно-кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,23,3
"Москва, ЮАО, р-н Чертаново Центральное, Чертановская ул., 43к3",Пражская,13,17820000.0,382403.0,46.6,18.6,12.4,17,2012,Вторичка,2.87,1,Во двор,Косметический,Да,3,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,24,1
"Москва, ЦАО, р-н Тверской, Никольская ул., 10/2С2б",Лубянка,1,497277500.0,2397674.0,207.4,122.366,35.258,2,2015,Вторичка,3.2,3,На улицу и двор,Дизайнерский,Да,1,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,5,3
"Москва, ЮЗАО, р-н Южное Бутово, Южные Сады жилой комплекс, к1.3",Бунинская аллея,12,14000000.0,282828.0,49.5,29.205,8.415000000000001,19,2023,Вторичка,2.87,1,На улицу и двор,Без ремонта,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,23,2
"Москва, НАО (Новомосковский), Воскресенское поселение, проезд Чечерский, 124к1",Бунинская аллея,22,13900000.0,245150.0,56.7,29.0,8.0,12,2015,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Автономная котельная,1,Неизвестно,17,2
"Москва, САО, р-н Головинский, Пулковская ул., 3",Водный стадион,9,19500000.0,327731.0,59.5,35.4,10.115,4,2024,Вторичка,2.87,1,Во двор,Косметический,Нет,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,21,2
"Москва, ЗАО, р-н Филевский парк, Барклая 6 жилой комплекс, к8",Багратионовская,11,21600000.0,414587.0,52.1,30.739,8.857000000000001,23,2024,Новостройка,2.87,2,На улицу,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,32,2
"Москва, САО, р-н Хорошевский, ул. Зорге, вл9",Хорошёвская,17,18990000.0,406638.0,46.7,27.1,9.0,14,2022,Вторичка,3.0,2,Во двор,Без ремонта,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,27,2
"Москва, ЮАО, р-н Нагатинский затон, Затонная ул., 4",Кленовый бульвар,6,16700000.0,268489.0,62.2,39.0,8.2,11,1978,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,12,3
"Москва, ЮАО, р-н Зябликово, ул. Мусы Джалиля, 16К2",Шипиловская,7,15000000.0,250000.0,60.0,40.0,6.1,3,1977,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3
"Москва, ЮАО, р-н Чертаново Северное, Северное Чертаново микрорайон, 1к1",Чертановская,8,16000000.0,336842.0,47.5,20.0,12.0,17,2002,Вторичка,2.85,1,Во двор,Евроремонт,Да,3,Монолитный,Нет информации,Подземная,Центральное,1,Неизвестно,22,1
"Москва, ЮАО, р-н Чертаново Южное, Варшавское ш., 141к13",Аннино,9,11000000.0,305556.0,36.0,20.0,4.0,4,2016,Вторичка,2.64,1,На улицу,Евроремонт,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,14,1
"Москва, ЮЗАО, р-н Теплый Стан, ул. Теплый Стан, 15К2",Тёплый Стан,12,13000000.0,290179.0,44.8,29.4,6.0,6,1974,Вторичка,2.87,1,Во двор,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮАО, р-н Донской, Варшавское ш., 16к1",Верхние котлы,4,19500000.0,336207.0,58.0,34.22,10.0,17,2006,Вторичка,2.87,1,Во двор,Евроремонт,Да,2,Панельный,Нет информации,Наземная,Центральное,1,Неизвестно,18,2
"Москва, ЦАО, р-н Пресненский, Вознесенский пер., 11С3",Тверская,8,150000000.0,1367366.0,109.7,64.723,18.649,1,1910,Вторичка,3.4,3,Во двор,Без ремонта,Нет,1,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,5,3
"Москва, ЦАО, р-н Басманный, ул. Казакова, 3С4",Курская,9,16799999.0,525000.0,32.0,17.4,7.0,3,1900,Вторичка,3.5,2,На улицу и двор,Косметический,Да,1,Монолитный,Смешанные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 21к3",Шаболовская,14,84590000.0,541549.0,156.2,92.15799999999999,26.554,12,2016,Вторичка,3.0,2,На улицу и двор,Дизайнерский,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,31,3
"Москва, ЮАО, р-н Чертаново Центральное, Чертановская ул., 43К2",Пражская,12,17870000.0,386797.0,46.2,18.2,11.8,7,1970,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1
"Москва, СВАО, р-н Бутырский, Новодмитровская ул., 2к5",Дмитровская,12,14900000.0,524648.0,28.4,17.9,5.5,14,2017,Вторичка,2.87,1,На улицу,Евроремонт,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,47,1
"Москва, САО, р-н Савеловский, Петровско-Разумовский проезд, 22К6",Гражданская,14,20500000.0,261146.0,78.5,50.4,8.1,1,1957,Вторичка,3.1,1,На улицу и двор,Косметический,Нет,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3
"Москва, ВАО, р-н Северное Измайлово, 13-я Парковая ул., 35",Щёлковская,9,26500000.0,261341.0,101.4,58.4,10.1,16,2013,Вторичка,2.7,2,Во двор,Косметический,Да,2,Блочный,Железобетонные,Наземная,Центральное,2,Неизвестно,16,4
"Москва, ЮВАО, р-н Люблино, Ставропольская ул., 19",Люблино,11,14800000.0,263345.0,56.2,33.158,9.554000000000002,1,1963,Вторичка,2.64,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3
"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к7",Шелепиха,17,25500000.0,495146.0,51.5,14.4,18.6,18,2024,Новостройка,2.87,1,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,41,1
"Москва, СВАО, р-н Лианозово, В Стремлении к Свету жилой комплекс",Алтуфьево,21,9000000.0,337079.0,26.7,18.6,3.1,24,2024,Новостройка,2.87,1,На улицу,Косметический,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,25,1
"Москва, НАО (Новомосковский), Воскресенское поселение, проезд Чечерский, 128",Бунинская аллея,3,13700000.0,227953.0,60.1,36.2,10.9,2,2015,Вторичка,2.8,1,На улицу и двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Автономная котельная,1,Неизвестно,18,2
"Москва, СЗАО, р-н Щукино, ул. Расплетина, 21",Октябрьское поле,12,75000000.0,500000.0,150.0,83.0,23.0,22,2011,Вторичка,2.87,2,Во двор,Без ремонта,Да,4,Монолитный,Железобетонные,Подземная,Автономная котельная,1,Неизвестно,32,4
"Москва, ЮВАО, р-н Лефортово, ул. Крузенштерна, 10к1",Авиамоторная,11,15200000.0,380000.0,40.0,13.0,18.0,10,2022,Вторичка,2.87,1,На улицу и двор,Без ремонта,Да,3,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,27,1
"Москва, ВАО, р-н Ивановское, Саперный проезд, 15",Новогиреево,12,13000000.0,285714.0,45.5,29.9,6.0,7,1981,Вторичка,2.64,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮВАО, р-н Кузьминки, Волжский бул., 25К1",Кузьминки,13,17700000.0,237265.0,74.6,45.2,15.0,13,1998,Вторичка,2.64,1,На улицу и двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,3
"Москва, ЮВАО, р-н Кузьминки, ул. Юных Ленинцев, 43/33",Кузьминки,13,12800000.0,247104.0,51.8,35.0,8.0,1,1976,Вторичка,2.7,1,На улицу и двор,Косметический,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2
"Москва, ЮАО, р-н Нагорный, Симферопольский бул., 7кБ",Нахимовский проспект,8,14500000.0,373711.0,38.8,20.9,8.6,14,1987,Вторичка,2.65,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1
"Москва, ЮАО, р-н Даниловский, ул. Виктора Маслова, 2",Автозаводская,19,45800000.0,452122.0,101.3,54.2,20.7,5,2023,Вторичка,3.0,2,На улицу,Без ремонта,Да,1,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,12,3
"Москва, ЮАО, р-н Даниловский, Г микрорайон, Форивер жилой комплекс, 9",Дубровка,8,32300000.0,437551.0,73.82,52.0,6.5,8,2024,Новостройка,3.0,2,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,14,3
"Москва, ЮЗАО, р-н Академический, просп. 60-летия Октября, 23К2",Академическая,4,17980000.0,368443.0,48.8,33.3,5.0,2,1957,Вторичка,2.75,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,4,3
"Москва, СЗАО, р-н Щукино, 1-й Волоколамский проезд, 13",Панфиловская,11,11799000.0,270000.0,43.7,31.7,5.1,2,1961,Вторичка,2.77,1,Во двор,Без ремонта,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, ЮАО, р-н Даниловский, ул. Симоновский Вал, 24К3",Автозаводская,16,12500000.0,290698.0,43.0,27.3,6.0,1,1960,Вторичка,2.7,1,Во двор,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, Дрим Тауэрс жилой комплекс",Технопарк,5,41712512.0,392773.0,106.2,54.4,24.2,2,2024,Новостройка,3.15,2,На улицу и двор,Косметический,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,23,3
"Москва, просп. Андропова, 9/1к3",Технопарк,5,31318591.0,530195.0,59.07,27.6,11.4,5,2024,Новостройка,3.15,2,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,6,2
"Москва, Дрим Тауэрс жилой комплекс",Технопарк,5,26439040.0,389669.0,67.85,25.5,22.5,2,2024,Новостройка,3.15,2,На улицу и двор,Косметический,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,23,2
"Москва, Дрим Тауэрс жилой комплекс",Технопарк,5,35494505.0,389365.0,91.16,53.7844,15.497200000000001,2,2024,Новостройка,3.15,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,23,3
"Москва, ЮЗАО, р-н Академический, Большая Черемушкинская ул., 20К3",Академическая,15,16000000.0,282686.0,56.6,37.4,6.1,1,1973,Вторичка,2.64,1,Во двор,Косметический,Да,1,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3
"Москва, ЮАО, р-н Чертаново Южное, Чертановская ул., 52К1",Пражская,3,9700000.0,269444.0,36.0,19.0,10.0,6,1973,Вторичка,2.5,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1
"Москва, ЮАО, р-н Даниловский, Дубининская ул., 59к1",Серпуховская,17,13900000.0,646512.0,21.5,10.0,5.0,18,2023,Вторичка,3.1,1,На улицу,Без ремонта,Да,4,Кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,28,1
"Москва, ЮВАО, р-н Кузьминки, Волгоградский просп., 58К3",Кузьминки,9,13500000.0,304740.0,44.3,31.0,5.0,4,1962,Вторичка,2.6,1,Во двор,Косметический,Нет,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, ЮАО, р-н Москворечье-Сабурово, Кантемировская ул., 18К5",Каширская,28,18500000.0,247657.0,74.7,44.073,11.0,14,1989,Вторичка,2.5,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,2,Неизвестно,17,3
"Москва, ЮАО, р-н Чертаново Южное, Дорожная ул., 7К1",Пражская,22,12990000.0,303505.0,42.8,27.6,6.0,3,1973,Вторичка,2.7,1,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮАО, р-н Чертаново Центральное, Чертановская ул., 43к4",Пражская,12,18000000.0,400000.0,45.0,17.0,10.0,10,2012,Вторичка,3.0,1,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,24,1
"Москва, ЮАО, р-н Нагатино-Садовники, Нагатинская ул., 27К3",Коломенская,5,7500000.0,178147.0,42.1,28.1,5.8,1,1960,Вторичка,2.8,1,Во двор,Без ремонта,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, САО, р-н Савеловский, Старый Петровско-Разумовский проезд, 1/23С7",Гражданская,8,17600000.0,443325.0,39.7,15.2,12.0,6,2024,Новостройка,2.87,1,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,17,1
"Москва, ЦАО, р-н Пресненский, ул. Спиридоновка, 27/24",Баррикадная,11,120000000.0,991736.0,121.0,92.0,18.0,4,1914,Вторичка,2.87,2,На улицу и двор,Дизайнерский,Да,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,4
"Москва, ЮВАО, р-н Лефортово, Символ жилой комплекс, Искренность квартал",Площадь Ильича,10,21389765.0,554139.0,38.6,22.774,6.562,21,2024,Новостройка,3.0,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,21,1
"Москва, Дубининская ул., 59к3",Серпуховская,18,51656741.0,558451.0,92.5,39.8,33.3,40,2024,Новостройка,3.0,3,На улицу и двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,46,3
"Москва, Дубининская ул., 59К2",Павелецкая,20,36799927.0,560121.0,65.7,30.0,23.3,13,2024,Новостройка,3.0,2,На улицу и двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,46,2
"Москва, Дубининская ул., 59К2",Павелецкая,20,107554857.0,757962.0,141.9,74.7,34.4,46,2024,Новостройка,3.0,4,На улицу и двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,46,4
"Москва, Энитео жилой комплекс, к1",Нагорная,19,33209560.0,468400.0,70.9,31.1,23.5,14,2024,Новостройка,3.0,2,На улицу и двор,Косметический,Да,8,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,42,3
"Москва, Энитео жилой комплекс, к1",Нагорная,19,58304800.0,470200.0,124.0,73.16,21.080000000000002,38,2024,Новостройка,3.0,2,Во двор,Косметический,Да,8,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,42,4
"Москва, ЮВАО, р-н Рязанский, Окская ул., 44К1",Окская,6,9600000.0,293578.0,32.7,18.9,6.2,7,1966,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1
"Москва, ЮВАО, р-н Выхино-Жулебино, Самаркандский бул., 18/26",Юго-Восточная,4,13500000.0,321429.0,42.0,27.0,6.0,6,1968,Вторичка,2.64,1,На улицу и двор,Дизайнерский,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2
"Москва, ЮАО, р-н Орехово-Борисово Южное, Ореховый бул., 14К2",Домодедовская,3,10500000.0,322086.0,32.6,18.8,5.542000000000001,7,1974,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1
"Москва, ЗАО, р-н Дорогомилово, Кутузовский просп., 23К1",Выставочная,9,28000000.0,434109.0,64.5,38.9,7.6,8,1946,Вторичка,3.2,1,Во двор,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮЗАО, р-н Котловка, ул. Винокурова, 20",Крымская,15,21000000.0,323077.0,65.0,38.35,9.0,10,1969,Вторичка,2.6,1,На улицу и двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,12,3
"Москва, СВАО, р-н Северное Медведково, Студеный проезд, 22",Медведково,6,12750000.0,285874.0,44.6,28.7,6.0,6,1969,Вторичка,2.64,1,Во двор,Евроремонт,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,12,2
"Москва, ЗАО, р-н Фили-Давыдково, Давыдковская ул., 2К1",Славянский бульвар,9,16900000.0,377232.0,44.8,28.6,6.7,8,1967,Вторичка,2.7,1,На улицу,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮАО, р-н Донской, Новоданиловская 8 жилой комплекс, к3",Автозаводская,4,21800000.0,335385.0,65.0,38.35,11.05,19,2024,Новостройка,2.87,2,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,24,2
"Москва, ЗАО, р-н Можайский, ул. Багрицкого, 10к4",Кунцевская,17,20000000.0,419287.0,47.7,26.0,10.0,10,2017,Вторичка,3.0,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,11,2
"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",Автозаводская,3,29900000.0,375628.0,79.6,59.6,10.0,7,2024,Новостройка,2.87,1,На улицу,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Без отделки,25,3
"Москва, ЮАО, р-н Чертаново Южное, Россошанская ул., 2К1",Улица Академика Янгеля,6,12500000.0,279642.0,44.7,29.0,6.0,5,1974,Вторичка,2.64,1,Во двор,Без ремонта,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮЗАО, р-н Коньково, ул. Бутлерова, 14К2",Беляево,11,13000000.0,288248.0,45.1,26.608999999999998,8.0,6,1972,Вторичка,2.5,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2
"Москва, САО, р-н Аэропорт, Планетная ул., 5",Гражданская,11,12000000.0,400000.0,30.0,18.3,6.0,5,1961,Вторичка,2.87,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,1
"Москва, ЮАО, р-н Нагатинский затон, ул. Корабельная, 11к2",Нагатинский Затон,23,30000000.0,398406.0,75.3,46.0,7.1,5,2024,Новостройка,3.05,2,На улицу и двор,Косметический,Да,3,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Без отделки,19,3
"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 16к4",Алексеевская,12,19300000.0,350909.0,55.0,29.0,11.0,2,2021,Вторичка,3.25,2,Во двор,Без ремонта,Да,0,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,3,2
"Москва, ЦАО, р-н Таганский, Серебрянический пер., 8",Китай-город,11,149000000.0,1366972.0,109.0,38.8,34.0,2,2024,Вторичка,3.0,2,На улицу,Дизайнерский,Да,1,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,7,3
