Vremja_do_metro,Obschaja_ploschad,Zhilaja_ploschad,Ploschad_kuhni,Etazh,God_postrojki,Tip_zhilja,Vysota_potolkov,Sanuzel,Vid_iz_okon,Remont,Musoroprovod,Kolichestvo_liftov,Tip_doma,Tip_perekrytij,Parkovka,Otoplenie,Balkonlodzhija,Otdelka,Etazhnost_zdanija,Kolvo_komnat,shirota_doma,dolgota_doma,Rasstojanie_do_tsentra,Rasstojanie_do_metro,Okrug,Tsena_za_kvadrat_log
6,229.0,135.10999999999999,15.0,8,2001,Вторичка,2.87,3,Во двор,Дизайнерский,Да,1,Монолитный,Нет информации,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,9,5,55.733295,37.62095,2.2601500127828182,0.4260540696526239,ЦАО,13.418741033447033
9,39.0,23.0,10.0,5,2022,Вторичка,2.87,1,Во двор,Косметический,Нет,4,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,25,1,55.646243,37.618884,11.952943526871637,0.7876361196925675,ЮАО,12.549843184632499
5,37.2,15.7,13.7,35,2023,Вторичка,3.1,1,На улицу и двор,Без ремонта,Да,4,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Неизвестно,43,1,55.766997,37.501753,7.635302291646532,1.7812363118366856,ЦАО,13.138364671131269
16,34.0,19.0,7.0,4,1970,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Нет информации,Наземная,Центральное,1,Неизвестно,9,1,55.757004,37.833375,13.337715851824724,1.1784475346534713,ВАО,12.550913340155216
19,106.2,62.658,18.054000000000002,23,2023,Вторичка,3.0,2,Во двор,Евроремонт,Нет,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,24,4,55.69727,37.62466,6.275191195426328,0.8821250456038228,ЮАО,12.54469613796897
12,50.0,29.2,8.0,2,1982,Вторичка,2.64,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.754046,37.677463,3.5436530082201325,1.4620686913742078,ЮВАО,12.598114733306197
8,24.5,10.0,6.0,13,2024,Новостройка,3.1,2,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,2,Чистовая,16,1,55.791714,37.505561,8.398051839722575,0.2966992637162733,САО,13.297858352689337
11,65.6,40.0,8.5,5,1990,Вторичка,2.64,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,14,3,55.89396,37.657386,15.793283552600213,0.7675188266832846,СВАО,12.565790455253575
8,66.72,39.364799999999995,11.342400000000001,13,2024,Новостройка,3.0,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Открытая,Центральное,1,Без отделки,14,3,55.714146,37.651601,4.79363022495058,0.8532920164553774,ЮАО,13.194291403773303
4,45.6,28.3,6.0,7,1970,Вторичка,2.87,1,На улицу,Евроремонт,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.673529,37.724768,11.04434933149777,2.353337240098361,ЮВАО,12.392589556173847
9,30.41,17.9419,5.169700000000001,13,2024,Новостройка,3.0,1,Во двор,Косметический,Да,3,Монолитно-кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,21,1,55.730193,37.697576,5.468275480088344,0.5202605509036679,ЮВАО,12.795721464435708
2,78.0,48.0,6.0,5,2019,Вторичка,3.3,2,На улицу и двор,Косметический,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,7,3,55.754618,37.524067,6.0892730734969,0.27867804411052527,ЦАО,13.172373749198501
12,58.0,38.0,7.0,8,1956,Вторичка,3.0,1,Во двор,Косметический,Да,1,Монолитный,Смешанные,Наземная,Центральное,1,Неизвестно,8,2,55.71018,37.599777,5.014729940310637,0.9643531189140075,ЮЗАО,12.694229257843217
3,54.3,34.5,7.4,1,1929,Вторичка,3.0,1,Во двор,Косметический,Да,0,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,2,55.740304,37.546911,4.884281576178309,0.19098689889636392,ЗАО,12.826667950282543
9,40.0,19.0,9.0,15,1989,Вторичка,2.64,1,На улицу,Косметический,Да,2,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,17,1,55.641503,37.616755,12.482806706435511,0.6642744012490653,ЮАО,12.611537753638338
14,167.0,98.53,28.0,7,2019,Вторичка,3.5,3,На улицу,Без ремонта,Да,2,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,13,4,55.735718,37.572351,3.6480846867339407,0.9737917072120276,ЦАО,14.13559641099239
12,39.2,24.0,6.8,9,1967,Вторичка,2.55,1,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.776193,37.639168,2.7615968633330263,0.5956780705404802,ЦАО,12.99754137625484
12,43.0,20.0,10.0,3,1970,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1,55.77919,37.728892,7.345572536158594,0.743183715248518,ВАО,12.678978309795927
12,36.1,18.0,9.9,9,1972,Вторичка,2.48,1,Во двор,Дизайнерский,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.742012,37.670196,3.345995942108816,0.8978048183133298,ЦАО,13.119589533854933
26,68.0,38.4,9.0,15,1976,Вторичка,2.8,1,На улицу,Евроремонт,Да,3,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,25,2,55.664111,37.513601,12.035912938695445,1.8602351547001064,ЮЗАО,12.917435410385782
8,50.5,30.0,12.0,6,2019,Вторичка,3.15,1,На улицу и двор,Без ремонта,Да,2,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,12,1,55.788849,37.568776,5.114875927232881,0.6683252088598696,САО,13.39004425284627
20,48.0,28.32,8.16,4,2018,Вторичка,2.87,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,18,2,55.849696,37.620959,10.69971504970165,1.1907625651783578,СВАО,12.878167267955755
5,47.5,15.0,22.0,7,2024,Новостройка,2.87,1,На улицу,Косметический,Да,6,Монолитный,Железобетонные,Подземная,Центральное,1,Чистовая,41,1,55.73222,37.540209,5.606310426139508,2.7071287281830436,ЗАО,13.16158409055761
6,93.2,67.0,7.0,1,1957,Вторичка,3.0,1,На улицу и двор,Косметический,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,8,4,55.736199,37.523249,6.439203504817136,0.46209514147366254,ЗАО,12.743369786501956
1,87.0,51.33,7.0,4,2015,Вторичка,3.2,2,На улицу и двор,Дизайнерский,Да,1,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,5,2,55.758453,37.625064,0.5972141546759262,0.1678928276954507,ЦАО,13.984331388704375
14,45.3,20.0,15.0,9,2019,Вторичка,3.1,1,Во двор,Дизайнерский,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,22,1,55.812752,37.647675,6.795248543758973,1.0178415164108876,СВАО,13.240882142345535
9,170.2,94.0,18.0,3,2010,Вторичка,3.4,4,На улицу и двор,Без ремонта,Да,2,Монолитный,Нет информации,Подземная,Центральное,2,Неизвестно,3,4,55.767271,37.627247,1.5718605007011144,0.6455018149225571,ЦАО,13.973610287164542
5,169.2,99.82799999999999,28.764,4,1900,Вторичка,3.8,3,Во двор,Дизайнерский,Да,1,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,5,55.748078,37.599139,1.5056685978439146,0.4318514790537923,ЦАО,13.471921053574178
6,60.0,35.4,21.3,18,2022,Вторичка,3.0,2,На улицу и двор,Без ремонта,Да,3,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,24,3,55.815418,37.426132,14.032088709593916,0.645041119278652,СЗАО,12.772805901234461
18,44.0,22.3,10.2,15,2020,Вторичка,2.9,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,17,1,55.796238,37.765561,10.237460559308046,1.3751948022933842,ВАО,12.634010016897628
15,34.5,18.0,11.0,16,2012,Вторичка,3.0,1,Во двор,Евроремонт,Да,3,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,25,1,55.571902,37.485331,21.95779785183034,1.6859876734978465,НАО,12.969179563345019
4,113.69,53.9,16.0,8,2024,Новостройка,3.1,2,На улицу и двор,Косметический,Да,3,Монолитный,Железобетонные,Многоуровневая,Центральное,1,Без отделки,14,4,55.754618,37.524067,6.0892730734969,0.27867804411052527,ЦАО,12.974508172756238
10,38.0,22.0,6.0,1,1970,Вторичка,2.87,1,На улицу,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.802553,37.716531,8.100826060595221,0.7167244750703398,ВАО,12.59383871225308
11,55.0,30.0,10.0,20,2020,Вторичка,2.9,1,Во двор,Дизайнерский,Да,3,Монолитно-кирпичный,Железобетонные,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,21,2,55.772502,37.497486,8.036021467859689,0.7982844939541568,СЗАО,13.027052197599504
17,104.9,61.891,18.0,2,2008,Вторичка,2.87,2,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,3,Неизвестно,16,3,55.848756,37.417014,16.61183207744155,1.4242054367446682,СЗАО,12.80008986018293
8,62.0,32.0,10.0,11,2017,Вторичка,2.87,1,Во двор,Евроремонт,Да,2,Монолитный,Нет информации,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,18,2,55.808149,37.526672,8.48209205856347,0.8165607255237581,САО,12.897202793246374
5,63.0,45.0,6.5,12,1980,Вторичка,2.7,1,На улицу и двор,Косметический,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,12,3,55.82662,37.582565,8.48097094955387,0.5120969065297702,СВАО,12.53457751250189
15,58.1,31.2,10.3,8,2018,Вторичка,3.0,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,14,2,55.599728,37.724723,18.330986014384106,1.295187995397283,ЮАО,12.773769975372703
14,59.0,34.809999999999995,10.0,1,1971,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.721878,37.818912,12.921696913989212,0.7004508353849452,ВАО,12.222880597179541
12,47.4,20.0,12.0,8,2021,Вторичка,2.8,1,Во двор,Дизайнерский,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,26,1,55.641696,37.591171,12.599109218187552,0.9618857477901864,ЮАО,12.95760900999954
4,67.1,42.0,8.0,3,1987,Вторичка,3.0,1,Во двор,Евроремонт,Да,3,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,3,55.666746,37.555786,10.50326907910029,0.3796797961630671,ЮЗАО,12.973167071042202
5,45.0,29.0,6.0,5,2024,Вторичка,2.87,1,Во двор,Евроремонт,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.708181,37.681649,6.330035226687396,0.3073706480070537,ЮВАО,12.647905040666291
26,60.4,37.3,6.7,11,1974,Вторичка,2.7,1,Во двор,Дизайнерский,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,3,55.878147,37.689482,14.5161758685758,1.853916948942755,СВАО,12.658434062102566
8,26.0,18.0,6.0,3,1876,Вторичка,2.87,1,Во двор,Дизайнерский,Да,0,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,5,1,55.765762,37.616162,1.3887019008320496,0.7696818955038035,ЦАО,13.776289364810877
16,58.6,33.7,10.0,14,1991,Вторичка,2.64,1,На улицу и двор,Косметический,Да,2,Монолитный,Железобетонные,Открытая,Центральное,1,Неизвестно,17,2,55.652578,37.554726,11.994557543395546,1.0292350771830547,ЮЗАО,12.572089814671227
22,103.0,60.0,29.0,4,2019,Вторичка,2.87,2,Во двор,Без ремонта,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,21,4,55.755576,37.544881,4.786357469762793,0.639162224837315,ЦАО,13.531059260932619
6,47.0,32.0,7.0,2,1969,Вторичка,2.64,1,Во двор,Евроремонт,Да,0,Панельный,Нет информации,Наземная,Центральное,1,Неизвестно,5,2,55.739858,37.767142,9.302388470391419,1.779386142621005,ВАО,12.545579558573788
15,46.0,16.6,13.9,9,2023,Вторичка,3.1,1,На улицу,Без ремонта,Да,3,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,29,1,55.718005,37.655239,4.507651360261853,1.2019647402077756,ЮАО,13.073355889621832
14,44.0,19.9,10.5,5,2005,Вторичка,2.78,1,Во двор,Косметический,Да,6,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,24,1,55.560789,37.587281,21.5710278919227,1.1706761652882045,ЮЗАО,12.415486372696009
7,120.0,64.0,12.0,8,1975,Вторичка,3.0,2,Во двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,3,55.72562,37.609865,3.1926437359347237,0.40919453636968117,ЦАО,13.275084464421992
13,120.0,70.8,20.400000000000002,3,2023,Вторичка,2.87,1,Во двор,Без ремонта,Нет,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,3,55.750753,37.649319,1.8042077764752513,0.7838370631025295,ЦАО,13.691457531935734
5,52.0,32.0,10.0,16,1995,Вторичка,2.64,1,На улицу,Дизайнерский,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,2,55.731916,37.475522,9.452284366133723,0.4050472517129037,ЗАО,12.894400732890867
6,56.3,42.6,5.8,4,1960,Вторичка,2.5,1,На улицу и двор,Без ремонта,Нет,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.82219,37.5296,9.55128502038077,2.0100915881083736,САО,12.357427993483716
13,116.7,68.853,7.0,3,2024,Новостройка,2.87,1,Во двор,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.750753,37.649319,1.8042077764752513,1.328658532143056,ЦАО,13.848383280576789
9,80.0,48.0,10.1,2,2023,Вторичка,3.0,2,Во двор,Евроремонт,Нет,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,21,3,55.844885,37.480004,13.473506314873058,0.700151067935449,САО,12.783388010564998
13,44.2,29.0,6.0,5,1974,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.670615,37.747262,12.178158784890936,1.0783791623952683,ЮВАО,12.358931062173486
2,62.0,39.0,10.540000000000001,3,1956,Вторичка,3.2,1,Во двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.790712,37.635179,4.226834222822384,0.3535110856272473,ЦАО,12.832529658487271
12,64.0,37.76,9.0,9,1980,Вторичка,2.64,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,3,55.603842,37.740453,18.287340947732336,0.9914110654073454,ЮАО,12.22157683206614
19,59.0,45.0,9.0,7,2024,Вторичка,4.5,1,На улицу,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,7,2,55.780967,37.689312,5.25885707346067,1.1500563526968615,ЦАО,12.732190741114458
6,95.37,56.268299999999996,16.2129,11,2024,Новостройка,3.0,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Открытая,Центральное,1,Без отделки,12,3,55.715677,37.651394,4.632568670553441,1.0135025734581462,ЮАО,13.17686103234053
20,38.7,19.0,10.0,6,2001,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.657286,37.774346,14.417851709736945,1.5089411445475582,ЮВАО,12.491815338600903
6,44.8,27.0,6.0,3,1972,Вторичка,2.87,1,Во двор,Без ремонта,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2,55.620443,37.499695,16.673632801802725,0.5701897234011333,ЮЗАО,12.472892354363541
10,42.0,30.0,7.0,2,1963,Вторичка,2.5,1,На улицу,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.799957,37.549264,6.8502745256431785,0.6658781616445664,САО,12.785891540783036
5,155.0,91.44999999999999,26.35,3,2010,Вторичка,3.0,2,На улицу и двор,Дизайнерский,Да,2,Кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,22,4,55.695195,37.530229,8.650503156591402,0.35452735494687887,ЮЗАО,13.336433892929497
2,46.0,16.0,21.0,16,2021,Вторичка,2.7,1,Во двор,Евроремонт,Да,3,Монолитный,Нет информации,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,24,1,55.654797,37.624462,11.001932384091766,0.35384542764922977,ЮАО,12.957283524480772
9,146.3,86.31700000000001,10.8,14,2024,Вторичка,2.87,2,Во двор,Без ремонта,Да,2,Монолитно-кирпичный,Железобетонные,Многоуровневая,Центральное,1,Неизвестно,14,2,55.727273,37.57254,4.22670085699607,0.6874811562810168,ЦАО,14.649934185631803
10,192.2,108.5,16.6,5,2000,Вторичка,3.0,2,На улицу и двор,Дизайнерский,Да,3,Монолитный,Железобетонные,Подземная,Автономная котельная,4,Неизвестно,24,4,55.79891,37.484253,9.956202471970476,0.8217076453896605,СЗАО,12.874463398963643
9,35.3,20.0,10.1,12,1965,Вторичка,2.5,1,Во двор,Евроремонт,Да,2,Блочный,Железобетонные,Открытая,Центральное,1,Неизвестно,12,1,55.73183,37.531631,6.115504887405502,0.9600254509843915,ЗАО,12.789284975206444
16,50.7,20.0,12.0,8,2008,Вторичка,2.87,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1,55.71768,37.739016,8.421452969461972,1.2935201979986344,ЮВАО,12.373656974204518
14,45.0,29.0,6.0,4,1961,Вторичка,2.64,1,Во двор,Косметический,Нет,0,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.684402,37.596399,7.857709094815353,0.8306704979575135,ЮЗАО,12.793859310432293
11,229.0,135.10999999999999,38.93,5,2021,Вторичка,3.2,5,На улицу и двор,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,23,5,55.722527,37.615731,3.4750035694587966,0.792553504761609,ЮАО,13.035748285519746
4,34.9,18.0,9.0,12,1983,Вторичка,2.8,1,Во двор,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1,55.690785,37.730257,9.798647678945587,0.4641545606888899,ЮВАО,12.847020858546525
6,35.4,15.0,9.3,3,2000,Вторичка,2.87,1,На улицу,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.534377,37.517536,25.26168785957745,0.41259553397523624,НАО,12.44602218182679
5,120.0,70.8,20.400000000000002,5,2007,Вторичка,3.2,2,На улицу и двор,Без ремонта,Да,4,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,7,3,55.769236,37.634622,1.9392064452162632,0.39111098180034026,ЦАО,13.304684934198283
2,43.9,29.0,5.8,4,1933,Вторичка,3.0,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.749993,37.715498,5.945317468014325,0.2567867032362825,ЮВАО,12.59854707226667
14,64.05,17.3,22.5,12,2024,Новостройка,3.1,2,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,33,1,55.77232,37.567033,3.9794820803248525,1.1075844036226212,САО,13.446353752980626
11,57.0,25.6,13.6,18,2022,Вторичка,3.0,1,Во двор,Без ремонта,Да,3,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,27,2,55.751447,37.703775,5.2010697330344815,0.853834812649828,ЮВАО,12.885974999340018
8,32.5,18.6,5.8,5,1961,Вторичка,2.8,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,1,55.787224,37.735836,8.12014295949877,0.48278810391601495,ВАО,12.666414121145696
10,35.3,20.826999999999998,6.001,3,2024,Вторичка,3.0,1,Во двор,Без ремонта,Нет,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.740147,37.506927,7.320479398658928,0.6997131723995289,ЗАО,12.74483245158622
7,60.0,32.0,10.0,4,2023,Вторичка,2.7,2,Во двор,Евроремонт,Да,2,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,14,2,55.713243,37.662964,5.208031889447052,0.7398957924868577,ЮАО,12.812209358190985
13,68.5,30.5,19.0,3,2024,Вторичка,2.87,2,На улицу,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,25,2,55.798743,37.565021,6.133613990534507,0.9109384534215662,САО,13.100222057497247
5,86.0,50.0,16.0,6,1940,Вторичка,2.87,1,На улицу и двор,Косметический,Да,1,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,6,2,55.760256,37.611446,0.9550604424203635,0.44662975088688484,ЦАО,13.637829019615646
3,90.4,45.0,28.0,5,2020,Вторичка,3.0,3,На улицу,Дизайнерский,Нет,4,Кирпичный,Железобетонные,Подземная,Центральное,3,Неизвестно,28,3,55.757653,37.5122,6.84797209314784,1.3122316364212547,ЗАО,13.171995092132642
6,81.0,52.9,8.0,8,1959,Вторичка,3.0,1,На улицу и двор,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,3,55.761295,37.716675,6.0657030857772645,0.3237930216635754,ЮВАО,12.679159018235815
8,142.0,56.0,25.0,3,2016,Вторичка,3.25,1,Во двор,Косметический,Нет,0,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,5,3,55.746203,37.636446,1.2705648686006705,0.6218437550480536,ЦАО,13.38472764187182
16,58.0,33.7,10.5,3,2003,Вторичка,2.64,1,На улицу,Евроремонт,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,14,2,55.828435,37.456945,13.242959680992303,1.2678169603900018,СЗАО,12.750801020971126
5,212.0,125.08,36.04,6,2024,Вторичка,2.87,2,Во двор,Без ремонта,Да,2,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,6,4,55.754177,37.598519,1.4149834783977786,0.2949746456006229,ЦАО,13.897003905258886
13,206.71,121.9589,35.1407,17,2024,Новостройка,3.1,2,Во двор,Косметический,Да,4,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Предчистовая,17,4,55.704423,37.572207,6.275484806716266,0.8835283552194815,ЮЗАО,13.710150042306449
6,65.7,40.7,8.6,5,1979,Вторичка,2.64,1,На улицу и двор,Без ремонта,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,3,55.751609,37.405013,13.565729596957025,0.6148007695788442,ЗАО,12.605942127281178
15,33.4,17.8,7.0,9,1977,Вторичка,2.6,1,На улицу,Дизайнерский,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1,55.669554,37.588871,9.572707803451243,1.3019339704696409,ЮЗАО,12.909645291573701
5,90.0,70.0,10.0,15,2017,Вторичка,2.8,1,Во двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,18,3,55.540541,37.484577,25.22830375663057,1.999889210785509,НАО,12.148914819925347
1,34.6,19.3,10.0,11,1978,Вторичка,2.48,1,На улицу,Евроремонт,Нет,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1,55.635111,37.519171,14.664458671253685,0.21757256124921526,ЮЗАО,12.874345509492574
11,80.0,45.0,32.0,6,1958,Вторичка,3.1,1,На улицу и двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,3,55.719145,37.572198,4.911342716709337,0.769590237461546,ЦАО,13.086443929074987
15,60.0,35.4,9.0,8,1958,Вторичка,3.0,1,Во двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.682808,37.531487,9.684094570389027,1.09904719263496,ЮЗАО,13.085008282901843
12,46.2,18.2,11.8,7,1970,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1,55.607677,37.59286,16.34229545944581,0.918916875857367,ЮАО,12.865655286584973
20,21.2,8.5,5.1,11,2023,Вторичка,3.0,1,На улицу,Без ремонта,Да,2,Монолитно-кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,16,1,55.594784,37.427525,21.467518479588286,0.9942937308464804,НАО,12.865642359824122
4,59.8,26.1,17.6,11,2023,Вторичка,2.87,2,На улицу,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,21,2,55.830715,37.402668,16.16606849191985,0.3553054865477765,СЗАО,12.65302832461154
3,192.0,122.0,28.0,7,1996,Вторичка,2.87,2,На улицу и двор,Евроремонт,Нет,1,Монолитный,Нет информации,Наземная,Центральное,2,Неизвестно,8,4,55.737649,37.615955,1.8037757707210174,0.191058424184575,ЦАО,13.425549144084261
13,68.0,46.0,15.0,9,1958,Вторичка,2.87,1,На улицу,Дизайнерский,Да,1,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,9,3,55.772477,37.60178,2.4248588704442953,0.7604767410729222,ЦАО,13.06173825558777
5,170.0,100.3,8.0,4,1900,Вторичка,2.87,2,Во двор,Евроремонт,Да,0,Кирпичный,Деревянные,Наземная,Центральное,1,Неизвестно,5,5,55.748078,37.599139,1.5056685978439146,0.4318514790537923,ЦАО,13.467203363695933
7,62.1,44.3,6.6,2,1981,Вторичка,2.87,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,3,55.67489,37.769675,12.808992347419734,0.4989668721511834,ЮВАО,12.360911659829465
12,44.7,13.2,19.7,3,2019,Вторичка,3.2,1,Во двор,Без ремонта,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,18,1,55.748245,37.692995,4.557957007258541,0.7434579914048816,ЦАО,13.035961996147648
2,71.0,52.0,16.0,7,1938,Вторичка,3.2,1,На улицу и двор,Евроремонт,Да,1,Кирпичный,Нет информации,Наземная,Центральное,3,Неизвестно,8,3,55.758493,37.613198,0.7343359800831363,0.22386621521198186,ЦАО,13.84329010837272
19,52.1,30.3,8.7,1,1986,Вторичка,2.64,1,На улицу и двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,2,55.643465,37.772604,15.529799732515537,1.2573566647289345,ЮАО,12.38807331751277
16,44.9,31.0,5.5,2,1963,Вторичка,2.64,1,Во двор,Без ремонта,Да,1,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.682082,37.54736,9.210340800967549,1.0798877697245166,ЮЗАО,12.65005950462575
11,109.0,60.0,30.0,9,2022,Вторичка,3.25,2,На улицу,Без ремонта,Да,4,Монолитный,Нет информации,Подземная,Нет информации,1,Неизвестно,18,4,55.808624,37.6486,6.366322621311231,0.6251103586321122,СВАО,13.03618656116289
6,96.0,40.0,20.0,6,2024,Вторичка,2.87,2,Во двор,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,12,2,55.789026,37.567887,5.165856360945974,0.7406355429950698,САО,13.042146321199636
1,66.0,45.0,8.3,4,1951,Вторичка,3.2,1,На улицу и двор,Без ремонта,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,4,3,55.706218,37.684721,6.620824623370151,0.04253623265023378,ЮВАО,12.45317097632723
