Vremja_do_metro,Obschaja_ploschad,Zhilaja_ploschad,Ploschad_kuhni,Etazh,God_postrojki,Tip_zhilja,Vysota_potolkov,Sanuzel,Vid_iz_okon,Remont,Musoroprovod,Kolichestvo_liftov,Tip_doma,Tip_perekrytij,Parkovka,Otoplenie,Balkonlodzhija,Otdelka,Etazhnost_zdanija,Kolvo_komnat,shirota_doma,dolgota_doma,Rasstojanie_do_tsentra,Rasstojanie_do_metro,Okrug,Tsena_za_kvadrat_log
12,102.0,66.0,16.0,63,2024,Вторичка,2.87,2,На улицу,Дизайнерский,Да,3,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,68,3,55.751133,37.533724,5.488954014118368,0.49556691636756234,ЦАО,13.624920107908329
8,180.0,105.0,25.0,11,2024,Вторичка,5.7,2,Во двор,Без ремонта,Нет,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,11,4,55.763407,37.659856,2.671096220191555,0.5541835197306407,ЦАО,13.486233970452847
5,39.3,18.0,9.7,16,2007,Вторичка,2.78,1,Во двор,Косметический,Нет,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,17,1,55.733604,37.470123,9.735643086116491,0.32711324544675024,СЗАО,12.768954522556559
2,87.5,50.2,28.0,7,1938,Вторичка,3.2,2,На улицу и двор,Дизайнерский,Да,2,Кирпичный,Нет информации,Наземная,Центральное,1,Неизвестно,8,3,55.758493,37.613198,0.7343359800831363,0.22386621521198186,ЦАО,13.697615140993348
10,38.5,18.9,8.5,3,1994,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1,55.568522,37.563952,20.916037853274034,0.8551862395572463,ЮЗАО,12.442120576038791
6,35.0,13.6,11.9,9,2023,Вторичка,2.8,1,Во двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,19,1,55.581587,37.581613,19.310614281119975,0.2936229146838315,ЮАО,12.809606886150126
14,25.1,14.809,4.267,9,2019,Вторичка,3.1,1,Во двор,Евроремонт,Да,3,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,21,1,55.83613,37.498465,11.980964830236605,0.8425320753851877,САО,13.118371420134789
2,101.9,60.121,17.323000000000004,4,2020,Вторичка,4.2,1,Во двор,Дизайнерский,Да,0,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,4,2,55.744247,37.599714,1.6956332501611058,0.25417788093457416,ЦАО,14.482811585862253
16,30.0,20.0,4.0,6,2019,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,6,1,55.630868,37.601358,13.719856119456557,1.070237880686025,ЮАО,12.716897269295664
9,38.5,17.8,9.0,20,1981,Вторичка,2.64,1,Во двор,Без ремонта,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,25,1,55.639344,37.596624,12.812533573024375,0.6269118397863412,ЮАО,12.69057996097829
9,43.0,20.0,8.0,16,2006,Вторичка,2.87,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,1,55.646325,37.602166,12.00180880337758,0.6852582074696204,ЮЗАО,12.762360043372741
11,93.1,63.8,9.4,4,1954,Вторичка,3.0,1,Во двор,Косметический,Нет,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.793693,37.77423,10.600272446376955,0.8028217040655709,ВАО,12.472313999747106
7,58.0,32.0,10.0,16,1994,Вторичка,2.64,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,2,55.544275,37.548627,23.74634597003623,0.5664316236599156,ЮЗАО,12.46976295349017
8,38.0,24.0,7.0,4,1914,Вторичка,2.87,1,Во двор,Косметический,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,6,1,55.775459,37.680284,4.445189905018054,0.34816527332336517,ЦАО,12.981285870052918
4,40.7,21.0,9.0,9,1981,Вторичка,2.7,1,Во двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.858124,37.411319,17.560400882422382,1.6018259230982037,СЗАО,12.586995713044768
11,64.1,44.1,7.0,9,1967,Вторичка,2.7,1,На улицу и двор,Косметический,Нет,1,Панельный,Железобетонные,Наземная,Нет,1,Неизвестно,9,3,55.71591,37.804179,12.246423452660414,0.6924374642844408,ЮВАО,12.294124730795037
28,36.1,14.0,16.0,1,1963,Вторичка,2.87,1,Во двор,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,9,1,55.789355,37.819047,13.049757952385725,2.3617365055614123,ВАО,12.580593892645615
9,30.1,18.6,6.0,3,1970,Вторичка,2.87,1,Во двор,Косметический,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,1,55.74563,37.791531,10.743302256836973,0.6974111043742216,ВАО,12.591403071217957
16,57.0,35.0,15.0,5,1960,Вторичка,2.87,1,Во двор,Дизайнерский,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,2,55.668275,37.625774,9.503912940886488,1.0743877925008611,ЮАО,12.706262913867228
2,37.2,19.6,10.0,3,1933,Вторичка,2.8,1,Во двор,Евроремонт,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,1,55.749993,37.715498,5.945317468014325,0.2567867032362825,ЮВАО,12.786966162739894
9,80.4,40.9,13.0,4,1998,Вторичка,2.7,1,Во двор,Евроремонт,Да,2,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,15,2,55.714125,37.733132,8.300907400316806,0.7719981000590779,ЮВАО,12.542012597655983
14,83.6,56.0,12.3,19,2005,Вторичка,2.78,2,На улицу и двор,Дизайнерский,Да,6,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,24,3,55.560789,37.587281,21.5710278919227,1.1706761652882045,ЮЗАО,12.524962645106148
6,90.0,47.0,22.8,10,2024,Новостройка,3.0,2,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,2,Без отделки,30,3,55.813875,37.481603,11.025775657917029,0.33732777308535145,СЗАО,12.781438040432954
13,157.9,70.3,7.9,8,2024,Новостройка,3.08,3,Во двор,Косметический,Да,3,Монолитный,Железобетонные,Подземная,Центральное,3,Черновая,22,4,55.813314,37.424686,13.998734674985258,0.8502220945137048,СЗАО,13.538042807919465
9,42.0,24.779999999999998,6.0,2,1966,Вторичка,2.87,1,Во двор,Евроремонт,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.805002,37.526618,8.237428743354585,0.6554224449093069,САО,12.96821169757657
11,27.4,16.165999999999997,4.658,5,1999,Вторичка,2.87,1,Во двор,Косметический,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1,55.537414,37.53888,24.618104191499377,0.6854409416905876,ЮЗАО,12.584409761249857
3,112.0,47.9,25.7,7,2020,Вторичка,3.0,2,На улицу и двор,Дизайнерский,Да,3,Монолитный,Железобетонные,Подземная,Автономная котельная,1,Неизвестно,22,3,55.818184,37.431657,13.887650872833346,0.22540924444268093,СЗАО,13.007033330709012
9,43.0,25.369999999999997,7.3100000000000005,3,1960,Вторичка,2.7,1,Во двор,Без ремонта,Нет,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2,55.799264,37.727652,8.403563183549501,0.8637047279742821,ВАО,12.423620570487223
18,65.54,38.668600000000005,11.141800000000002,16,2024,Новостройка,2.87,1,Во двор,Косметический,Да,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,55,2,55.798262,37.62466,4.978334717283004,0.7884976887684076,ЦАО,13.034047877688925
11,80.0,52.7,9.0,9,1959,Вторичка,2.75,1,Во двор,Евроремонт,Нет,1,Кирпичный,Железобетонные,Наземная,Центральное,2,Неизвестно,9,3,55.660445,37.620276,10.371102868409476,0.7960101152594167,ЮАО,12.510796183836806
8,110.0,65.8,16.0,4,1910,Вторичка,3.8,1,На улицу и двор,Дизайнерский,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,4,3,55.745235,37.589338,2.1970901220072605,0.5973578379084175,ЦАО,13.820045260640875
6,35.0,16.0,10.0,12,2023,Вторичка,2.7,1,Во двор,Евроремонт,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,23,1,55.581587,37.581613,19.310614281119975,0.2936229146838315,ЮАО,12.753367122630934
7,44.0,28.7,6.0,6,1977,Вторичка,2.64,1,Во двор,Дизайнерский,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.600435,37.545905,17.695087499112578,0.5199588414784799,ЮЗАО,12.67037882508968
22,74.5,39.0,15.0,11,2013,Вторичка,2.87,1,Во двор,Евроремонт,Да,2,Кирпичный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,17,2,55.633821,37.486832,15.781198450435916,1.614441006625131,ЮЗАО,12.836916139182517
6,55.0,42.0,6.0,3,1954,Вторичка,3.0,1,Во двор,Без ремонта,Да,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,3,55.835341,37.523106,10.980109564051295,0.5788088071884568,САО,12.482324642847036
1,24.0,14.16,4.08,23,2021,Вторичка,2.87,1,Во двор,Дизайнерский,Нет,4,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,30,1,55.71984,37.6941,5.932225869814136,0.23004780850126852,ЮВАО,13.092763594323081
10,50.0,32.0,8.0,7,1965,Вторичка,2.7,1,На улицу,Без ремонта,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2,55.746674,37.559092,3.965038266614663,0.5333266369038429,ЦАО,12.89921982609012
4,29.0,18.8,6.0,12,2022,Вторичка,2.7,1,На улицу,Косметический,Да,2,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,16,1,55.522882,37.507646,26.66044954339055,1.7592198978996911,НАО,12.394123591318001
4,47.68,28.1312,17.5,4,2024,Новостройка,2.87,1,Во двор,Косметический,Нет,3,Монолитный,Железобетонные,Подземная,Центральное,1,Без отделки,26,2,55.770968,37.568704,3.81202660019167,1.378479542639613,ЦАО,13.384986070014852
1,330.0,194.7,56.1,55,2017,Вторичка,3.5,2,На улицу,Дизайнерский,Да,1,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,95,5,55.749633,37.537434,5.267752921211994,0.17930107427825473,ЦАО,13.304684934198283
